gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,
rpia,b2914,[g],22.86,219,glucose_minimal,1600.572674,0.51,,,
argp,b2916,[k],33.471,297,glucose_minimal,180.6681012,0.51,,,
ygge,b2922,[s],26.635,246,glucose_minimal,1317.265241,0.51,,,
mscs,b2924,[m],30.896,286,glucose_minimal,997.1210554,0.51,,,
fbaa,b2925,[g],39.147,359,glucose_minimal,8994.029233,0.51,,,
pgk,b2926,[g],41.118,387,glucose_minimal,15289.57135,0.51,,,
tkta,b2935,,72.211,663,glucose_minimal,2817.375508,0.51,,,
yggg,b2936,[o],26.842,252,glucose_minimal,199.6271319,0.51,,,
speb,b2937,[e],33.557,306,glucose_minimal,234.2962206,0.51,,,
spea,b2938,[e],73.898,658,glucose_minimal,510.6944381,0.51,,,
metk,b2942,[h],41.951,384,glucose_minimal,6215.960543,0.51,,,
galp,b2943,,50.982,464,glucose_minimal,,0.51,,,
gshb,b2947,[hj],35.56,316,glucose_minimal,376.3193064,0.51,,,
yqge,b2948,,20.686,187,glucose_minimal,,0.51,,,
yggs,b2951,[r],25.787,234,glucose_minimal,145.3831404,0.51,,,
rdgb,b2954,,21.039,197,glucose_minimal,294.9859072,0.51,,,
yggn,b2958,,26.429,239,glucose_minimal,,0.51,,,
yggl,b2959,,12.88,108,glucose_minimal,1114.205937,0.51,,,
trmi,b2960,,27.307,239,glucose_minimal,150.5252231,0.51,,,
yggx,b2962,[co],10.952,91,glucose_minimal,1387.441596,0.51,,,
mltc,b2963,[m],40.112,359,glucose_minimal,15.24610874,0.51,,,
spec,b2965,,79.415,711,glucose_minimal,,0.51,,,
glcb,b2976,[c],80.488,723,glucose_minimal,672.5283712,0.51,,,
glcg,b2977,[r],13.737,134,glucose_minimal,399.2746624,0.51,,,
gss,b2988,[e],70.531,619,glucose_minimal,131.220142,0.51,,,
yghu,b2989,,32.391,288,glucose_minimal,494.4513096,0.51,,,
yghZ,b3001,,38.832,346,glucose_minimal,,0.51,,,
ygha,b3003,[iqr],31.488,294,glucose_minimal,,0.51,,,
exbd,b3005,[u],15.527,141,glucose_minimal,,0.51,,,
exbb,b3006,[u],26.287,244,glucose_minimal,270.0185551,0.51,,,
metc,b3008,[e],43.212,395,glucose_minimal,512.1093427,0.51,,,
yqhd,b3011,[c],42.097,387,glucose_minimal,413.2694218,0.51,,,
dkga,b3012,,31.109,275,glucose_minimal,165.9969157,0.51,,,
plsc,b3018,[i],27.453,245,glucose_minimal,,0.51,,,
parc,b3019,[l],83.83,752,glucose_minimal,53.93340057,0.51,,,
ygiw,b3024,[s],14.011,130,glucose_minimal,524.0160748,0.51,,,
mdab,b3028,[r],21.891,193,glucose_minimal,563.0944036,0.51,,,
ygin,b3029,[s],11.532,104,glucose_minimal,832.7110525,0.51,,,
pare,b3030,[l],70.243,630,glucose_minimal,30.64423772,0.51,,,
cpda,b3032,[r],30.938,275,glucose_minimal,,0.51,,,
nudf,b3034,[lr],23.667,209,glucose_minimal,,0.51,,,
tolc,b3035,[mu],53.74,493,glucose_minimal,2709.665783,0.51,,,
ygib,b3037,,23.479,223,glucose_minimal,137.5904092,0.51,,,
ygic,b3038,[e],45.025,386,glucose_minimal,73.45207902,0.51,,,
ribb,b3041,,23.353,217,glucose_minimal,73.9717923,0.51,,,
yqic,b3042,,11.276,96,glucose_minimal,1058.415181,0.51,,,
rfae,b3052,[m],51.05,477,glucose_minimal,591.7596036,0.51,,,
glne,b3053,[ot],108.42,946,glucose_minimal,,0.51,,,
ygif,b3054,[s],48.388,433,glucose_minimal,86.28260078,0.51,,,
ygim,b3055,,23.076,206,glucose_minimal,70.10129729,0.51,,,
folb,b3058,[h],13.619,122,glucose_minimal,,0.51,,,
ygjd,b3064,[o],36.008,337,glucose_minimal,61.24451181,0.51,,,
rpsu,b3065,[j],8.4999,71,glucose_minimal,14190.66117,0.51,,,
rpod,b3067,[k],70.263,613,glucose_minimal,526.0069558,0.51,,,
mug,b3068,,18.673,168,glucose_minimal,121.2565155,0.51,,,
yqjh,b3070,[p],28.871,254,glucose_minimal,65.47558526,0.51,,,
yqji,b3071,[k],23.401,207,glucose_minimal,,0.51,,,
aer,b3072,[t],55.065,506,glucose_minimal,,0.51,,,
pata,b3073,,49.661,459,glucose_minimal,,0.51,,,
fadh,b3081,[c],72.677,672,glucose_minimal,,0.51,,,
ygjr,b3087,[r],36.214,328,glucose_minimal,,0.51,,,
sstt,b3089,[e],43.477,414,glucose_minimal,166.2960474,0.51,,,
uxac,b3092,[g],53.987,470,glucose_minimal,34.01341729,0.51,,,
yqjd,b3098,[s],11.051,101,glucose_minimal,8914.112374,0.51,,,
yqje,b3099,[s],15.147,134,glucose_minimal,29.0041303,0.51,,,
yqjk,b3100,,11.811,99,glucose_minimal,,0.51,,,
tdcf,b3113,,14.007,129,glucose_minimal,,0.51,,,
agar,b3131,[kg],29.572,269,glucose_minimal,,0.51,,,
rsmi,b3146,,31.348,286,glucose_minimal,,0.51,,,
lpoa,b3147,,72.824,678,glucose_minimal,356.4822592,0.51,,,
diaa,b3149,,21.106,196,glucose_minimal,,0.51,,,
yrap,b3150,[r],20.028,191,glucose_minimal,521.7349711,0.51,,,
yhbs,b3156,[r],18.534,167,glucose_minimal,135.5824065,0.51,,,
dead,b3162,[lkj],70.545,629,glucose_minimal,697.3098263,0.51,,,
nlpi,b3163,[r],33.62,294,glucose_minimal,,0.51,,,
pnp,b3164,,77.1,711,glucose_minimal,3194.933749,0.51,,,
rpso,b3165,[j],10.269,89,glucose_minimal,18665.91301,0.51,,,
trub,b3166,[j],35.087,314,glucose_minimal,,0.51,,,
rbfa,b3167,[j],15.154,133,glucose_minimal,1357.050687,0.51,,,
infb,b3168,[j],97.349,890,glucose_minimal,2248.97419,0.51,,,
nusa,b3169,[k],54.87,495,glucose_minimal,2346.668848,0.51,,,
argg,b3172,[e],49.898,447,glucose_minimal,8034.313943,0.51,,,
secg,b3175,[u],11.365,110,glucose_minimal,1102.194902,0.51,,,
glmm,b3176,[g],47.543,445,glucose_minimal,936.5153056,0.51,,,
folp,b3177,,30.615,282,glucose_minimal,114.8600922,0.51,,,
ftsh,b3178,[o],70.707,644,glucose_minimal,1212.831704,0.51,,,
rlme,b3179,,23.335,209,glucose_minimal,196.4020652,0.51,,,
yhby,b3180,[j],10.784,97,glucose_minimal,1385.432917,0.51,,,
grea,b3181,,17.641,158,glucose_minimal,2034.22421,0.51,,,
obge,b3183,[r],43.285,390,glucose_minimal,327.4056267,0.51,,,
rpma,b3185,[j],9.1244,85,glucose_minimal,6005.874668,0.51,,,
rplu,b3186,[j],11.564,103,glucose_minimal,22107.64671,0.51,,,
ispb,b3187,[h],35.217,323,glucose_minimal,77.67595399,0.51,,,
mura,b3189,[m],44.817,419,glucose_minimal,387.0857846,0.51,,,
mlab,b3191,,10.68,97,glucose_minimal,,0.51,,,
mlac,b3192,,23.962,211,glucose_minimal,757.9295597,0.51,,,
mlad,b3193,,19.576,183,glucose_minimal,419.2302802,0.51,,,
mlaf,b3195,,29.096,269,glucose_minimal,66.54173433,0.51,,,
kdsd,b3197,[m],35.196,328,glucose_minimal,,0.51,,,
kdsc,b3198,[r],19.997,188,glucose_minimal,197.4109481,0.51,,,
lptc,b3199,,21.702,191,glucose_minimal,,0.51,,,
lpta,b3200,,20.127,185,glucose_minimal,145.5279733,0.51,,,
lptb,b3201,,26.8,241,glucose_minimal,379.662191,0.51,,,
rpon,b3202,[k],53.989,477,glucose_minimal,,0.51,,,
hpf,b3203,,10.75,95,glucose_minimal,,0.51,,,
ptsn,b3204,[gt],17.959,163,glucose_minimal,226.9543845,0.51,,,
yhbj,b3205,[r],32.492,284,glucose_minimal,,0.51,,,
elbb,b3209,[q],22.981,217,glucose_minimal,1056.337356,0.51,,,
arcb,b3210,[t],87.982,778,glucose_minimal,30.9973014,0.51,,,
gltb,b3212,[e],163.3,1486,glucose_minimal,1624.400573,0.51,,,
gltd,b3213,[er],52.015,472,glucose_minimal,1942.618715,0.51,,,
nana,b3225,[em],32.593,297,glucose_minimal,,0.51,,,
sspb,b3228,[r],18.262,165,glucose_minimal,,0.51,,,
sspa,b3229,[o],24.305,212,glucose_minimal,2032.158675,0.51,,,
rpsi,b3230,[j],14.856,130,glucose_minimal,26839.56263,0.51,,,
rplm,b3231,[j],16.018,142,glucose_minimal,19520.78614,0.51,,,
yhcm,b3232,[r],43.063,375,glucose_minimal,26.23329363,0.51,,,
yhcb,b3233,[s],14.961,132,glucose_minimal,3440.910072,0.51,,,
degq,b3234,[o],47.204,455,glucose_minimal,342.4910213,0.51,,,
degs,b3235,[o],37.581,355,glucose_minimal,,0.51,,,
mdh,b3236,[c],32.337,312,glucose_minimal,57027.69509,0.51,,,
argr,b3237,[k],16.994,156,glucose_minimal,,0.51,,,
tldd,b3244,[r],51.363,481,glucose_minimal,54.6461355,0.51,,,
rng,b3247,[j],55.364,489,glucose_minimal,,0.51,,,
yhde,b3248,[d],21.515,197,glucose_minimal,,0.51,,,
mrec,b3250,[m],39.53,367,glucose_minimal,,0.51,,,
mreb,b3251,[d],36.952,347,glucose_minimal,2943.873236,0.51,,,
yhdh,b3253,[cr],34.723,324,glucose_minimal,295.9914863,0.51,,,
accb,b3255,[i],16.687,156,glucose_minimal,1070.554837,0.51,,,
accc,b3256,[i],49.32,449,glucose_minimal,1257.914542,0.51,,,
prma,b3259,[j],31.877,293,glucose_minimal,,0.51,,,
fis,b3261,[kl],11.24,98,glucose_minimal,1650.193261,0.51,,,
yrda,b3279,,20.245,184,glucose_minimal,193.7385005,0.51,,,
aroe,b3281,[e],29.413,272,glucose_minimal,,0.51,,,
rimn,b3282,,20.767,190,glucose_minimal,,0.51,,,
def,b3287,[j],19.328,169,glucose_minimal,278.4531829,0.51,,,
fmt,b3288,[j],34.168,315,glucose_minimal,285.8568479,0.51,,,
mscl,b3291,[m],14.957,136,glucose_minimal,792.0688608,0.51,,,
rplq,b3294,[j],14.364,127,glucose_minimal,20301.08288,0.51,,,
rpoa,b3295,[k],36.511,329,glucose_minimal,10553.71303,0.51,,,
rpsd,b3296,[j],23.469,206,glucose_minimal,33676.25146,0.51,,,
rpsk,b3297,[j],13.845,129,glucose_minimal,10817.55493,0.51,,,
rpsm,b3298,[j],13.099,118,glucose_minimal,26969.80342,0.51,,,
rpmj,b3299,[j],4.3643,38,glucose_minimal,,0.51,,,
secy,b3300,[u],48.511,443,glucose_minimal,333.7636572,0.51,,,
rplo,b3301,[j],14.98,144,glucose_minimal,21792.7438,0.51,,,
rpmd,b3302,[j],6.5417,59,glucose_minimal,20695.71897,0.51,,,
rpse,b3303,[j],17.603,167,glucose_minimal,33576.39172,0.51,,,
rplr,b3304,[j],12.769,117,glucose_minimal,15056.28437,0.51,,,
rplf,b3305,[j],18.904,177,glucose_minimal,28618.75155,0.51,,,
rpsh,b3306,[j],14.126,130,glucose_minimal,19627.18294,0.51,,,
rpsn,b3307,[j],11.58,101,glucose_minimal,9768.681345,0.51,,,
rple,b3308,[j],20.301,179,glucose_minimal,31710.23041,0.51,,,
rplx,b3309,[j],11.316,104,glucose_minimal,22787.17461,0.51,,,
rpln,b3310,[j],13.541,123,glucose_minimal,14063.11827,0.51,,,
rpsq,b3311,[j],9.7043,84,glucose_minimal,13948.64249,0.51,,,
rpmc,b3312,[j],7.2734,63,glucose_minimal,24823.6311,0.51,,,
rplp,b3313,[j],15.281,136,glucose_minimal,14099.57489,0.51,,,
rpsc,b3314,[j],25.983,233,glucose_minimal,26955.95876,0.51,,,
rplv,b3315,[j],12.226,110,glucose_minimal,31369.04468,0.51,,,
rpss,b3316,[j],10.43,92,glucose_minimal,14977.23174,0.51,,,
rplb,b3317,[j],29.86,273,glucose_minimal,19184.14597,0.51,,,
rplw,b3318,[j],11.199,100,glucose_minimal,4598.4264,0.51,,,
rpld,b3319,[j],22.086,201,glucose_minimal,24176.96111,0.51,,,
rplc,b3320,[j],22.243,209,glucose_minimal,19923.96875,0.51,,,
rpsj,b3321,[j],11.735,103,glucose_minimal,32354.15688,0.51,,,
gsph,b3329,[nu],18.565,169,glucose_minimal,,0.51,,,
bfr,b3336,[p],18.495,158,glucose_minimal,2289.864149,0.51,,,
tufa,b3339,[j],43.283,394,glucose_minimal,108361.5852,0.51,,,
fusa,b3340,[j],77.58,704,glucose_minimal,19719.82247,0.51,,,
rpsg,b3341,[j],20.019,179,glucose_minimal,36166.98616,0.51,,,
rpsl,b3342,[j],13.737,124,glucose_minimal,9737.20108,0.51,,,
yheo,b3346,,26.82,240,glucose_minimal,197.1026007,0.51,,,
fkpa,b3347,[o],28.882,270,glucose_minimal,2436.073533,0.51,,,
slyd,b3349,[o],20.853,196,glucose_minimal,652.9804205,0.51,,,
yhes,b3352,[r],71.843,637,glucose_minimal,29.37142807,0.51,,,
yhfa,b3356,[o],14.517,134,glucose_minimal,206.0374588,0.51,,,
crp,b3357,[t],23.64,210,glucose_minimal,5834.386344,0.51,,,
argd,b3359,[e],43.766,406,glucose_minimal,1422.163327,0.51,,,
ppia,b3363,[o],20.431,190,glucose_minimal,,0.51,,,
yhfw,b3380,[g],44.559,408,glucose_minimal,,0.51,,,
trps,b3384,[j],37.437,334,glucose_minimal,1533.50525,0.51,,,
gph,b3385,[r],27.389,252,glucose_minimal,,0.51,,,
rpe,b3386,[g],24.554,225,glucose_minimal,543.6078393,0.51,,,
damx,b3388,[s],46.161,428,glucose_minimal,289.8550101,0.51,,,
arob,b3389,[e],38.881,362,glucose_minimal,313.6806249,0.51,,,
arok,b3390,,19.538,173,glucose_minimal,551.2685332,0.51,,,
mrca,b3396,[m],93.635,850,glucose_minimal,29.98394738,0.51,,,
nude,b3397,[lr],21.153,186,glucose_minimal,,0.51,,,
yrff,b3398,,79.489,711,glucose_minimal,44.49639539,0.51,,,
hslo,b3401,[o],32.534,292,glucose_minimal,308.2558851,0.51,,,
pck,b3403,[c],59.643,540,glucose_minimal,2851.807357,0.51,,,
ompr,b3405,[tk],27.353,239,glucose_minimal,737.4692379,0.51,,,
yhgf,b3407,,85.119,773,glucose_minimal,314.798549,0.51,,,
feob,b3409,[p],84.473,773,glucose_minimal,,0.51,,,
nfua,b3414,,20.997,191,glucose_minimal,2168.079518,0.51,,,
malq,b3416,[g],78.503,694,glucose_minimal,31.62308672,0.51,,,
malp,b3417,,90.521,797,glucose_minimal,545.0255661,0.51,,,
malt,b3418,[k],103.12,901,glucose_minimal,,0.51,,,
glpr,b3423,[kg],28.048,252,glucose_minimal,,0.51,,,
glgp,b3428,[g],93.171,815,glucose_minimal,91.27692924,0.51,,,
glga,b3429,[g],52.822,477,glucose_minimal,251.1251688,0.51,,,
glgc,b3430,[g],48.697,431,glucose_minimal,160.0389359,0.51,,,
glgx,b3431,[g],73.576,657,glucose_minimal,,0.51,,,
glgb,b3432,[g],84.336,728,glucose_minimal,,0.51,,,
asd,b3433,[e],40.017,367,glucose_minimal,7695.017724,0.51,,,
gntr,b3438,,36.422,331,glucose_minimal,,0.51,,,
yhhw,b3439,[r],26.279,231,glucose_minimal,,0.51,,,
yhhx,b3440,[r],38.765,345,glucose_minimal,203.4065887,0.51,,,
ggt,b3447,[e],61.767,580,glucose_minimal,52.34511703,0.51,,,
yhha,b3448,,16.624,146,glucose_minimal,71.60995533,0.51,,,
ugpq,b3449,[c],27.409,247,glucose_minimal,,0.51,,,
ugpc,b3450,[g],39.523,356,glucose_minimal,,0.51,,,
ugpb,b3453,[g],48.448,438,glucose_minimal,145.7605387,0.51,,,
livf,b3454,,26.31,237,glucose_minimal,201.7157629,0.51,,,
livg,b3455,[e],28.427,255,glucose_minimal,225.1835964,0.51,,,
livm,b3456,[e],46.269,425,glucose_minimal,,0.51,,,
livk,b3458,[e],39.378,369,glucose_minimal,1328.016542,0.51,,,
livj,b3460,,39.076,367,glucose_minimal,11503.96602,0.51,,,
ftsx,b3462,[d],38.543,352,glucose_minimal,47.76345017,0.51,,,
ftse,b3463,[d],24.439,222,glucose_minimal,567.8003175,0.51,,,
ftsy,b3464,[u],54.513,497,glucose_minimal,304.5640633,0.51,,,
znta,b3469,[p],76.839,732,glucose_minimal,610.7699743,0.51,,,
dcrb,b3472,,19.787,185,glucose_minimal,1544.98915,0.51,,,
nikr,b3481,[k],15.094,133,glucose_minimal,,0.51,,,
rbba,b3486,[v],100.78,911,glucose_minimal,,0.51,,,
yhii,b3487,[m],38.828,355,glucose_minimal,316.5062104,0.51,,,
pita,b3493,[p],53.388,499,glucose_minimal,123.9729523,0.51,,,
uspa,b3495,[t],16.066,144,glucose_minimal,17177.23441,0.51,,,
prlc,b3498,[e],77.166,680,glucose_minimal,471.521832,0.51,,,
yhir,b3499,[r],31.941,280,glucose_minimal,,0.51,,,
gor,b3500,[c],48.772,450,glucose_minimal,377.0526241,0.51,,,
slp,b3506,,20.964,188,glucose_minimal,1073.924277,0.51,,,
hdeb,b3509,,12.043,108,glucose_minimal,436.4311462,0.51,,,
hdea,b3510,,11.857,110,glucose_minimal,1064.142338,0.51,,,
gada,b3517,[e],52.685,466,glucose_minimal,,0.51,,,
yhje,b3523,[gepr],47.207,440,glucose_minimal,53.98452221,0.51,,,
kdgk,b3526,[g],33.962,309,glucose_minimal,,0.51,,,
dcta,b3528,[c],45.436,428,glucose_minimal,229.2068444,0.51,,,
bcsc,b3530,,127.72,1157,glucose_minimal,,0.51,,,
dppf,b3540,[e],37.56,334,glucose_minimal,450.1689755,0.51,,,
dppd,b3541,[ep],35.844,327,glucose_minimal,376.8006132,0.51,,,
dppc,b3542,[ep],32.308,300,glucose_minimal,,0.51,,,
dppb,b3543,[ep],37.497,339,glucose_minimal,,0.51,,,
dppa,b3544,[e],60.293,535,glucose_minimal,6340.265484,0.51,,,
ghrb,b3553,,35.395,324,glucose_minimal,471.1200444,0.51,,,
yiaf,b3554,,25.663,236,glucose_minimal,537.9336341,0.51,,,
cspa,b3556,[k],7.4032,70,glucose_minimal,2313.663139,0.51,,,
glys,b3559,[j],76.812,689,glucose_minimal,2004.430724,0.51,,,
glyq,b3560,[j],34.774,303,glucose_minimal,1144.178701,0.51,,,
xylf,b3566,[g],35.734,330,glucose_minimal,,0.51,,,
avta,b3572,,46.711,417,glucose_minimal,86.73079987,0.51,,,
aldb,b3588,,56.306,512,glucose_minimal,,0.51,,,
selb,b3590,[j],68.867,614,glucose_minimal,68.05087239,0.51,,,
sela,b3591,[e],50.607,463,glucose_minimal,,0.51,,,
yibf,b3592,[o],22.545,202,glucose_minimal,224.7738605,0.51,,,
mtla,b3599,[g],67.971,637,glucose_minimal,369.9788308,0.51,,,
mtld,b3600,[g],41.139,382,glucose_minimal,233.6314484,0.51,,,
yibl,b3602,,13.696,120,glucose_minimal,512.6292672,0.51,,,
lldd,b3605,[c],42.728,396,glucose_minimal,86.17598032,0.51,,,
cyse,b3607,[e],29.316,273,glucose_minimal,199.9411418,0.51,,,
gpsa,b3608,[c],36.361,339,glucose_minimal,302.4303799,0.51,,,
secb,b3609,[u],17.277,155,glucose_minimal,4499.332886,0.51,,,
grxc,b3610,[o],9.1374,83,glucose_minimal,1932.284595,0.51,,,
yibn,b3611,[p],15.596,143,glucose_minimal,2307.351177,0.51,,,
gpmm,b3612,,56.193,514,glucose_minimal,738.0341429,0.51,,,
envc,b3613,,46.594,419,glucose_minimal,35.71243474,0.51,,,
tdh,b3616,[er],37.239,341,glucose_minimal,,0.51,,,
kbl,b3617,[h],43.117,398,glucose_minimal,31.6689393,0.51,,,
rfad,b3619,[mg],34.893,310,glucose_minimal,1989.199526,0.51,,,
rfaf,b3620,[m],39.042,348,glucose_minimal,,0.51,,,
waau,b3623,,41.729,357,glucose_minimal,,0.51,,,
rpmg,b3636,[j],6.3715,55,glucose_minimal,8955.790193,0.51,,,
rpmb,b3637,[j],9.0064,78,glucose_minimal,20005.04811,0.51,,,
dfp,b3639,,43.438,406,glucose_minimal,102.0287525,0.51,,,
dut,b3640,[f],16.155,151,glucose_minimal,263.6128469,0.51,,,
yicc,b3644,[s],33.175,287,glucose_minimal,492.5525948,0.51,,,
gmk,b3648,[f],23.592,207,glucose_minimal,164.2284632,0.51,,,
rpoz,b3649,[k],10.236,91,glucose_minimal,3351.26625,0.51,,,
spot,b3650,[tk],79.342,702,glucose_minimal,,0.51,,,
yich,b3655,,62.272,569,glucose_minimal,17.4494173,0.51,,,
nlpa,b3661,[p],29.423,272,glucose_minimal,1930.327363,0.51,,,
ilvn,b3670,[e],11.106,96,glucose_minimal,2314.452384,0.51,,,
ilvb,b3671,[eh],60.44,562,glucose_minimal,3144.352247,0.51,,,
ibpa,b3687,[o],15.774,137,glucose_minimal,218.4616848,0.51,,,
yida,b3697,[r],29.721,270,glucose_minimal,171.8024468,0.51,,,
yidb,b3698,,13.786,132,glucose_minimal,360.6123008,0.51,,,
gyrb,b3699,,89.949,804,glucose_minimal,762.0151014,0.51,,,
dnan,b3701,[l],40.586,366,glucose_minimal,183.3445313,0.51,,,
dnaa,b3702,[l],52.55,467,glucose_minimal,31.69294493,0.51,,,
rpmh,b3703,[j],5.3803,46,glucose_minimal,7765.119256,0.51,,,
rnpa,b3704,[j],13.789,119,glucose_minimal,,0.51,,,
yidc,b3705,[u],61.525,548,glucose_minimal,594.0674741,0.51,,,
mnme,b3706,,49.23,454,glucose_minimal,,0.51,,,
tnaa,b3708,,52.773,471,glucose_minimal,6182.791216,0.51,,,
tnab,b3709,[e],45.21,415,glucose_minimal,,0.51,,,
yief,b3713,[r],20.375,188,glucose_minimal,253.3874197,0.51,,,
purp,b3714,,46.865,445,glucose_minimal,304.4961643,0.51,,,
phou,b3724,[p],27.417,241,glucose_minimal,60.68359536,0.51,,,
pstb,b3725,[p],29.027,257,glucose_minimal,86.38600481,0.51,,,
psts,b3728,[p],37.023,346,glucose_minimal,311.4299337,0.51,,,
glms,b3729,[m],66.894,609,glucose_minimal,1161.952398,0.51,,,
glmu,b3730,[m],49.19,456,glucose_minimal,164.178826,0.51,,,
atpc,b3731,[c],15.068,139,glucose_minimal,2174.943681,0.51,,,
atpd,b3732,[c],50.325,460,glucose_minimal,18291.59187,0.51,,,
atpg,b3733,[c],31.577,287,glucose_minimal,5350.066171,0.51,,,
atpa,b3734,[c],55.221,513,glucose_minimal,17385.53446,0.51,,,
atph,b3735,[c],19.332,177,glucose_minimal,3966.278042,0.51,,,
atpf,b3736,[c],17.264,156,glucose_minimal,7978.102913,0.51,,,
atpe,b3737,[c],8.256,79,glucose_minimal,4589.204594,0.51,,,
atpb,b3738,[c],30.303,271,glucose_minimal,623.3095192,0.51,,,
rsmg,b3740,,23.431,207,glucose_minimal,119.7285698,0.51,,,
mnmg,b3741,,69.52,629,glucose_minimal,39.97212393,0.51,,,
mioc,b3742,[c],15.807,147,glucose_minimal,,0.51,,,
asna,b3744,[e],36.65,330,glucose_minimal,530.0615234,0.51,,,
rbsd,b3748,[g],15.292,139,glucose_minimal,433.8278468,0.51,,,
rbsb,b3751,[g],30.95,296,glucose_minimal,3175.319503,0.51,,,
rbsk,b3752,[g],32.29,309,glucose_minimal,38.48054495,0.51,,,
yiep,b3755,,26.076,230,glucose_minimal,103.4877127,0.51,,,
yife,b3764,[s],13.133,112,glucose_minimal,4825.539059,0.51,,,
ilve,b3770,,34.093,309,glucose_minimal,2215.2788,0.51,,,
ilvd,b3771,,65.531,616,glucose_minimal,344.330279,0.51,,,
ilva,b3772,[e],56.195,514,glucose_minimal,125.8172425,0.51,,,
ilvc,b3774,[eh],54.068,491,glucose_minimal,24399.89943,0.51,,,
ppic,b3775,[o],10.232,93,glucose_minimal,940.4907441,0.51,,,
rhlb,b3780,[lkj],47.125,421,glucose_minimal,387.8958245,0.51,,,
trxa,b3781,[oc],11.806,109,glucose_minimal,8506.703039,0.51,,,
rho,b3783,[k],47.004,419,glucose_minimal,3682.184579,0.51,,,
wzze,b3785,[m],39.489,348,glucose_minimal,144.7559978,0.51,,,
rffe,b3786,,42.244,376,glucose_minimal,,0.51,,,
rffa,b3791,[m],41.901,376,glucose_minimal,,0.51,,,
hemy,b3802,[h],45.244,398,glucose_minimal,426.111158,0.51,,,
hemx,b3803,[h],42.962,393,glucose_minimal,298.5058724,0.51,,,
cyay,b3807,[p],12.231,106,glucose_minimal,,0.51,,,
dapf,b3809,[e],30.208,274,glucose_minimal,,0.51,,,
yigb,b3812,[r],27.122,238,glucose_minimal,,0.51,,,
uvrd,b3813,[l],81.989,720,glucose_minimal,16.05808144,0.51,,,
cora,b3816,[p],36.589,316,glucose_minimal,110.2874742,0.51,,,
yigi,b3820,,17.163,155,glucose_minimal,240.3628005,0.51,,,
plda,b3821,[m],33.163,289,glucose_minimal,,0.51,,,
yigl,b3826,,29.707,266,glucose_minimal,,0.51,,,
mete,b3829,[e],84.672,753,glucose_minimal,37223.29231,0.51,,,
ysga,b3830,,29.425,271,glucose_minimal,,0.51,,,
udp,b3831,[f],27.159,253,glucose_minimal,1782.673437,0.51,,,
ubie,b3833,,28.073,251,glucose_minimal,868.0629118,0.51,,,
tata,b3836,,9.6639,89,glucose_minimal,489.3561955,0.51,,,
tatb,b3838,,18.421,171,glucose_minimal,,0.51,,,
ubid,b3843,[h],55.603,497,glucose_minimal,,0.51,,,
fre,b3844,[hc],26.242,233,glucose_minimal,195.9154437,0.51,,,
fada,b3845,,40.876,387,glucose_minimal,1379.87847,0.51,,,
fadb,b3846,[i],79.593,729,glucose_minimal,953.6255103,0.51,,,
pepq,b3847,[e],50.176,443,glucose_minimal,766.2050786,0.51,,,
hemg,b3850,[ch],21.226,181,glucose_minimal,126.0077991,0.51,,,
yihd,b3858,[s],10.273,89,glucose_minimal,1286.55423,0.51,,,
dsba,b3860,[oc],23.104,208,glucose_minimal,947.9577178,0.51,,,
pola,b3863,[l],103.12,928,glucose_minimal,199.3343936,0.51,,,
yiha,b3865,[r],23.561,210,glucose_minimal,734.6142384,0.51,,,
yihi,b3866,[s],19.059,169,glucose_minimal,312.1880243,0.51,,,
hemn,b3867,[h],52.728,457,glucose_minimal,,0.51,,,
glng,b3868,[t],52.254,469,glucose_minimal,32.72903718,0.51,,,
glnl,b3869,[t],38.556,349,glucose_minimal,,0.51,,,
glna,b3870,[e],51.903,469,glucose_minimal,7312.508712,0.51,,,
typa,b3871,,67.355,607,glucose_minimal,1384.476575,0.51,,,
yihx,b3885,,22.732,199,glucose_minimal,,0.51,,,
rbn,b3886,[s],32.929,305,glucose_minimal,,0.51,,,
dtd,b3887,[j],15.95,145,glucose_minimal,78.35457741,0.51,,,
fdhe,b3891,[o],34.746,309,glucose_minimal,88.91405677,0.51,,,
soda,b3908,,23.097,206,glucose_minimal,25338.97489,0.51,,,
yiim,b3910,[s],25.342,224,glucose_minimal,133.5346653,0.51,,,
cpxr,b3912,[tk],26.312,232,glucose_minimal,640.4960125,0.51,,,
pfka,b3916,[g],34.842,320,glucose_minimal,2070.436317,0.51,,,
sbp,b3917,[p],36.659,329,glucose_minimal,247.4086415,0.51,,,
tpia,b3919,[g],26.972,255,glucose_minimal,5295.836468,0.51,,,
uspd,b3923,,16.293,142,glucose_minimal,238.3153253,0.51,,,
