gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,,,,,,,,
rluc,b1086,[j],36.026,319,rich,78.28231936,0.22,,,,,,,,,,
ycef,b1087,[d],21.691,194,rich,,0.22,,,,,,,,,,
yced,b1088,[r],19.315,173,rich,577.5887653,0.22,,,,,,,,,,
rpmf,b1089,[j],6.4463,57,rich,9226.388523,0.22,,,,,,,,,,
fabh,b1091,[i],33.515,317,rich,935.4248638,0.22,,,,,,,,,,
fabd,b1092,[i],32.417,309,rich,3584.618053,0.22,,,,,,,,,,
fabg,b1093,[iqr],25.56,244,rich,4741.080643,0.22,,,,,,,,,,
acpp,b1094,[iq],8.6394,78,rich,19141.19326,0.22,,,,,,,,,,
fabf,b1095,[iq],43.045,413,rich,535.5615151,0.22,,,,,,,,,,
yceg,b1097,[r],38.247,340,rich,,0.22,,,,,,,,,,
tmk,b1098,[f],23.783,213,rich,,0.22,,,,,,,,,,
ptsg,b1101,[g],50.676,477,rich,2718.413178,0.22,,,,,,,,,,
hint,b1103,,13.241,119,rich,1558.418174,0.22,,,,,,,,,,
lpob,b1105,,22.515,213,rich,377.5600392,0.22,,,,,,,,,,
nagz,b1107,[g],37.594,341,rich,,0.22,,,,,,,,,,
ycfp,b1108,,21.226,180,rich,1470.246632,0.22,,,,,,,,,,
ndh,b1109,[c],47.358,434,rich,177.0206722,0.22,,,,,,,,,,
mfd,b1114,[lk],129.98,1148,rich,,0.22,,,,,,,,,,
lold,b1117,,25.438,233,rich,157.1824104,0.22,,,,,,,,,,
lole,b1118,[m],45.344,414,rich,,0.22,,,,,,,,,,
cobb,b1120,[k],26.716,242,rich,,0.22,,,,,,,,,,
potd,b1123,[e],38.867,348,rich,3569.226595,0.22,,,,,,,,,,
pota,b1126,[e],43.028,378,rich,142.8200884,0.22,,,,,,,,,,
pept,b1127,[e],44.923,408,rich,,0.22,,,,,,,,,,
ycfd,b1128,,42.578,373,rich,141.2348227,0.22,,,,,,,,,,
phop,b1130,[tk],25.535,223,rich,1109.513025,0.22,,,,,,,,,,
purb,b1131,[f],51.542,456,rich,2086.153574,0.22,,,,,,,,,,
hfld,b1132,[r],22.947,213,rich,,0.22,,,,,,,,,,
mnma,b1133,,40.959,368,rich,,0.22,,,,,,,,,,
icd,b1136,[c],45.756,416,rich,25705.02495,0.22,,,,,,,,,,
mine,b1174,[d],10.235,88,rich,1883.163781,0.22,,,,,,,,,,
mind,b1175,[d],29.614,270,rich,4297.741244,0.22,,,,,,,,,,
minc,b1176,[d],24.775,231,rich,,0.22,,,,,,,,,,
ycgl,b1179,,11.247,97,rich,415.5259486,0.22,,,,,,,,,,
ycgm,b1180,[q],23.711,219,rich,92.57624089,0.22,,,,,,,,,,
nhab,b1186,[p],56.728,513,rich,,0.22,,,,,,,,,,
fadr,b1187,[k],26.968,239,rich,,0.22,,,,,,,,,,
dada,b1189,[e],47.607,432,rich,217.3406508,0.22,,,,,,,,,,
dadx,b1190,[m],38.844,356,rich,,0.22,,,,,,,,,,
emta,b1193,[m],22.226,203,rich,,0.22,,,,,,,,,,
ycgr,b1194,,27.857,244,rich,,0.22,,,,,,,,,,
trea,b1197,[g],63.636,565,rich,43.36513262,0.22,,,,,,,,,,
dham,b1198,,51.448,472,rich,,0.22,,,,,,,,,,
dhal,b1199,[g],22.632,210,rich,157.9768053,0.22,,,,,,,,,,
dhak,b1200,,38.215,356,rich,834.9922257,0.22,,,,,,,,,,
ychf,b1203,[j],39.667,363,rich,1300.11713,0.22,,,,,,,,,,
pth,b1204,[j],21.082,194,rich,231.0420255,0.22,,,,,,,,,,
prs,b1207,,34.218,315,rich,3370.770907,0.22,,,,,,,,,,
ispe,b1208,[i],30.925,283,rich,,0.22,,,,,,,,,,
lolb,b1209,[m],23.55,207,rich,,0.22,,,,,,,,,,
prfa,b1211,[j],40.517,360,rich,,0.22,,,,,,,,,,
kdsa,b1215,[m],30.832,284,rich,3375.368791,0.22,,,,,,,,,,
chab,b1217,[r],8.9447,76,rich,,0.22,,,,,,,,,,
ychn,b1219,[p],12.693,117,rich,1725.09141,0.22,,,,,,,,,,
narl,b1221,[tk],23.927,216,rich,363.851228,0.22,,,,,,,,,,
puru,b1232,[f],31.934,280,rich,485.6602487,0.22,,,,,,,,,,
galu,b1236,[m],32.942,302,rich,1863.146305,0.22,,,,,,,,,,
hns,b1237,[r],15.539,137,rich,50526.4183,0.22,,,,,,,,,,
tdk,b1238,[f],23.456,205,rich,,0.22,,,,,,,,,,
adhe,b1241,[c],96.126,891,rich,5529.791866,0.22,,,,,,,,,,
oppa,b1243,[e],60.898,543,rich,13593.9049,0.22,,,,,,,,,,
oppb,b1244,[ep],33.443,306,rich,,0.22,,,,,,,,,,
oppc,b1245,[ep],33.022,302,rich,,0.22,,,,,,,,,,
oppd,b1246,,37.188,337,rich,,0.22,,,,,,,,,,
oppf,b1247,[e],37.197,334,rich,211.009363,0.22,,,,,,,,,,
ycii,b1251,[s],10.602,98,rich,1634.960658,0.22,,,,,,,,,,
tonb,b1252,[m],26.094,239,rich,,0.22,,,,,,,,,,
ycia,b1253,[i],14.23,132,rich,,0.22,,,,,,,,,,
ompw,b1256,[m],22.928,212,rich,,0.22,,,,,,,,,,
ycif,b1258,[s],18.597,166,rich,,0.22,,,,,,,,,,
trpa,b1260,[e],28.724,268,rich,1671.536676,0.22,,,,,,,,,,
trpb,b1261,[e],42.983,397,rich,1125.556404,0.22,,,,,,,,,,
trpc,b1262,[e],49.361,452,rich,460.8686324,0.22,,,,,,,,,,
trpd,b1263,[eh],56.869,531,rich,141.5135004,0.22,,,,,,,,,,
trpe,b1264,[eh],57.494,520,rich,170.8604723,0.22,,,,,,,,,,
ycio,b1267,,23.211,206,rich,477.9182153,0.22,,,,,,,,,,
rlub,b1269,[j],32.711,291,rich,,0.22,,,,,,,,,,
ycik,b1271,[iqr],27.933,252,rich,,0.22,,,,,,,,,,
sohb,b1272,[ou],39.366,349,rich,224.5052636,0.22,,,,,,,,,,
ycin,b1273,,9.3855,83,rich,633.374971,0.22,,,,,,,,,,
topa,b1274,[l],97.349,865,rich,244.3838127,0.22,,,,,,,,,,
cysb,b1275,[k],36.15,324,rich,186.1332382,0.22,,,,,,,,,,
acna,b1276,[c],97.676,891,rich,1291.492682,0.22,,,,,,,,,,
riba,b1277,[h],21.836,196,rich,85.76166357,0.22,,,,,,,,,,
ycis,b1279,[s],11.351,102,rich,,0.22,,,,,,,,,,
pyrf,b1281,[f],26.35,245,rich,342.5397954,0.22,,,,,,,,,,
ycit,b1284,[kg],27.602,249,rich,,0.22,,,,,,,,,,
rnb,b1286,[k],72.49,644,rich,371.6848423,0.22,,,,,,,,,,
yciw,b1287,[s],42.219,375,rich,,0.22,,,,,,,,,,
fabi,b1288,[i],27.864,262,rich,8254.601848,0.22,,,,,,,,,,
sapa,b1294,[e],61.564,547,rich,,0.22,,,,,,,,,,
puua,b1297,,53.177,472,rich,,0.22,,,,,,,,,,
puud,b1298,,28.013,254,rich,,0.22,,,,,,,,,,
puur,b1299,[k],20.091,185,rich,,0.22,,,,,,,,,,
puuc,b1300,[c],53.418,495,rich,,0.22,,,,,,,,,,
puue,b1302,[e],44.729,421,rich,,0.22,,,,,,,,,,
pspa,b1304,[kt],25.493,222,rich,1853.479588,0.22,,,,,,,,,,
pspb,b1305,,8.763,74,rich,,0.22,,,,,,,,,,
tyrr,b1323,[ke],57.655,513,rich,,0.22,,,,,,,,,,
tpx,b1324,[o],17.835,168,rich,16499.25105,0.22,,,,,,,,,,
mppa,b1329,[e],59.899,537,rich,,0.22,,,,,,,,,,
uspe,b1333,[t],35.706,316,rich,,0.22,,,,,,,,,,
fnr,b1334,[t],27.967,250,rich,,0.22,,,,,,,,,,
ttca,b1344,,35.561,311,rich,,0.22,,,,,,,,,,
uspf,b1376,,16.016,144,rich,8922.43562,0.22,,,,,,,,,,
ompn,b1377,[m],41.219,377,rich,,0.22,,,,,,,,,,
ydbk,b1378,[c],128.82,1174,rich,36.79155118,0.22,,,,,,,,,,
ldha,b1380,[chr],36.534,329,rich,679.9765597,0.22,,,,,,,,,,
paay,b1400,[r],21.324,196,rich,,0.22,,,,,,,,,,
ydbc,b1406,[c],30.706,286,rich,379.5841643,0.22,,,,,,,,,,
azor,b1412,[i],21.657,201,rich,356.9445486,0.22,,,,,,,,,,
hrpa,b1413,,149.03,1300,rich,,0.22,,,,,,,,,,
ydcf,b1414,[s],29.705,266,rich,80.13129802,0.22,,,,,,,,,,
alda,b1415,[c],52.272,479,rich,21560.48698,0.22,,,,,,,,,,
trg,b1421,[nt],58.898,546,rich,,0.22,,,,,,,,,,
ydci,b1422,[k],33.401,307,rich,,0.22,,,,,,,,,,
opgd,b1424,,62.757,551,rich,,0.22,,,,,,,,,,
ydch,b1426,,8.8782,74,rich,,0.22,,,,,,,,,,
tehb,b1430,[qr],22.53,197,rich,,0.22,,,,,,,,,,
ydcl,b1431,,24.427,222,rich,2733.249102,0.22,,,,,,,,,,
ydcs,b1440,[e],42.295,381,rich,440.0941362,0.22,,,,,,,,,,
ydct,b1441,,37.04,337,rich,,0.22,,,,,,,,,,
prr,b1444,,50.829,474,rich,708.1837562,0.22,,,,,,,,,,
ydcy,b1446,,8.7998,77,rich,,0.22,,,,,,,,,,
cura,b1449,,37.609,345,rich,,0.22,,,,,,,,,,
ynce,b1452,[s],38.612,353,rich,913.323584,0.22,,,,,,,,,,
yddj,b1470,,12.871,111,rich,,0.22,,,,,,,,,,
adhp,b1478,,35.379,336,rich,,0.22,,,,,,,,,,
maea,b1479,,63.197,565,rich,490.3874844,0.22,,,,,,,,,,
sra,b1480,,5.0958,45,rich,10036.8566,0.22,,,,,,,,,,
osmc,b1482,[o],15.088,143,rich,17713.73601,0.22,,,,,,,,,,
ddpa,b1487,[e],57.641,516,rich,,0.22,,,,,,,,,,
gadc,b1492,[e],55.076,511,rich,68.01522408,0.22,,,,,,,,,,
gadb,b1493,[e],52.668,466,rich,517.951322,0.22,,,,,,,,,,
yden,b1498,[p],62.801,560,rich,96.86210403,0.22,,,,,,,,,,
lsrr,b1512,,33.796,317,rich,,0.22,,,,,,,,,,
lsrb,b1516,[g],36.684,340,rich,345.1018875,0.22,,,,,,,,,,
lsrf,b1517,[g],31.892,291,rich,129.8685373,0.22,,,,,,,,,,
ydej,b1537,[r],18.321,172,rich,,0.22,,,,,,,,,,
dcp,b1538,[e],77.515,681,rich,436.7518348,0.22,,,,,,,,,,
ydfg,b1539,[r],27.249,248,rich,2094.362621,0.22,,,,,,,,,,
gnsb,b1550,,6.5476,57,rich,3966.827738,0.22,,,,,,,,,,
relb,b1564,[l],9.0714,79,rich,,0.22,,,,,,,,,,
flxa,b1566,,12.208,110,rich,,0.22,,,,,,,,,,
dica,b1570,[k],15.656,135,rich,,0.22,,,,,,,,,,
ynfb,b1583,,12.909,113,rich,249.2218894,0.22,,,,,,,,,,
speg,b1584,[j],21.887,186,rich,,0.22,,,,,,,,,,
pntb,b1602,[c],48.722,462,rich,1199.275138,0.22,,,,,,,,,,
pnta,b1603,[c],54.623,510,rich,1180.456538,0.22,,,,,,,,,,
ydgh,b1604,,33.903,314,rich,2338.234782,0.22,,,,,,,,,,
rsta,b1608,[tk],26.704,239,rich,,0.22,,,,,,,,,,
fumc,b1611,[c],50.488,467,rich,4115.548357,0.22,,,,,,,,,,
fuma,b1612,[c],60.298,548,rich,5536.519175,0.22,,,,,,,,,,
mana,b1613,,42.849,391,rich,1301.610507,0.22,,,,,,,,,,
ydga,b1614,[s],54.688,502,rich,1390.81525,0.22,,,,,,,,,,
uidc,b1615,,46.647,421,rich,,0.22,,,,,,,,,,
hdha,b1619,[iqr],26.778,255,rich,1686.746193,0.22,,,,,,,,,,
add,b1623,[f],36.397,333,rich,,0.22,,,,,,,,,,
gsta,b1635,,22.868,201,rich,1872.379994,0.22,,,,,,,,,,
pdxy,b1636,[h],31.322,287,rich,,0.22,,,,,,,,,,
tyrs,b1637,[j],47.526,424,rich,720.3880236,0.22,,,,,,,,,,
pdxh,b1638,[h],25.545,218,rich,419.9498615,0.22,,,,,,,,,,
slyb,b1641,,15.601,155,rich,6260.618425,0.22,,,,,,,,,,
slya,b1642,[k],16.353,144,rich,1138.142291,0.22,,,,,,,,,,
ydhf,b1647,,33.675,298,rich,644.3735956,0.22,,,,,,,,,,
nema,b1650,[c],39.516,365,rich,236.4865324,0.22,,,,,,,,,,
gloa,b1651,[e],14.92,135,rich,503.3665923,0.22,,,,,,,,,,
rnt,b1652,[l],23.522,215,rich,,0.22,,,,,,,,,,
grxd,b1654,,12.879,115,rich,2672.038186,0.22,,,,,,,,,,
sodb,b1656,[p],21.265,193,rich,7084.280551,0.22,,,,,,,,,,
purr,b1658,[k],38.174,341,rich,887.1244058,0.22,,,,,,,,,,
cfa,b1661,[m],43.909,382,rich,118.1565788,0.22,,,,,,,,,,
ribc,b1662,[h],23.445,213,rich,415.5529942,0.22,,,,,,,,,,
ydhq,b1664,[mu],42.876,418,rich,,0.22,,,,,,,,,,
ydhr,b1667,,11.288,101,rich,3609.840916,0.22,,,,,,,,,,
pykf,b1676,[g],50.729,470,rich,6892.798015,0.22,,,,,,,,,,
lpp,b1677,[m],8.3234,78,rich,188802.5516,0.22,,,,,,,,,,
ynhg,b1678,[s],36.082,334,rich,,0.22,,,,,,,,,,
sufs,b1680,[e],44.433,406,rich,,0.22,,,,,,,,,,
sufc,b1682,[o],27.582,248,rich,,0.22,,,,,,,,,,
sufb,b1683,[o],54.745,495,rich,,0.22,,,,,,,,,,
ydii,b1686,[q],14.945,136,rich,,0.22,,,,,,,,,,
ydij,b1687,[c],113.25,1018,rich,212.7961454,0.22,,,,,,,,,,
ydik,b1688,[r],39.841,370,rich,,0.22,,,,,,,,,,
arod,b1693,[e],27.466,252,rich,309.7212972,0.22,,,,,,,,,,
ppsa,b1702,,87.434,792,rich,2167.424733,0.22,,,,,,,,,,
ppsr,b1703,,31.211,277,rich,79.12658114,0.22,,,,,,,,,,
aroh,b1704,[e],38.735,348,rich,278.4612802,0.22,,,,,,,,,,
btue,b1710,[o],20.469,183,rich,1383.788003,0.22,,,,,,,,,,
ihfa,b1712,[l],11.354,99,rich,13835.32194,0.22,,,,,,,,,,
phet,b1713,[r],87.377,795,rich,2870.47926,0.22,,,,,,,,,,
phes,b1714,[j],36.831,327,rich,3389.795713,0.22,,,,,,,,,,
rplt,b1716,[j],13.497,118,rich,9754.738965,0.22,,,,,,,,,,
rpmi,b1717,,7.2888,65,rich,,0.22,,,,,,,,,,
infc,b1718,[j],20.564,180,rich,3550.812664,0.22,,,,,,,,,,
thrs,b1719,[j],74.013,642,rich,1126.307061,0.22,,,,,,,,,,
pfkb,b1723,,32.456,309,rich,,0.22,,,,,,,,,,
ynia,b1725,[g],32.458,286,rich,348.0691324,0.22,,,,,,,,,,
ynic,b1727,[r],24.33,222,rich,,0.22,,,,,,,,,,
ydjn,b1729,[r],48.661,463,rich,787.546133,0.22,,,,,,,,,,
kate,b1732,,84.162,753,rich,797.1057259,0.22,,,,,,,,,,
chbb,b1738,[g],11.426,106,rich,485.5588685,0.22,,,,,,,,,,
osme,b1739,,12.021,112,rich,14729.37656,0.22,,,,,,,,,,
nade,b1740,[h],30.636,275,rich,1138.807641,0.22,,,,,,,,,,
spy,b1743,[untp],18.199,161,rich,,0.22,,,,,,,,,,
astc,b1748,[e],43.665,406,rich,499.4727211,0.22,,,,,,,,,,
xtha,b1749,[l],30.969,268,rich,401.8116181,0.22,,,,,,,,,,
ynjb,b1754,[r],42.844,388,rich,,0.22,,,,,,,,,,
ynje,b1757,,48.228,435,rich,,0.22,,,,,,,,,,
gdha,b1761,[e],48.581,447,rich,1646.530502,0.22,,,,,,,,,,
seld,b1764,[e],36.687,347,rich,855.6498015,0.22,,,,,,,,,,
ydja,b1765,[c],20.059,183,rich,1199.265114,0.22,,,,,,,,,,
sppa,b1766,[ou],67.219,618,rich,15.49251308,0.22,,,,,,,,,,
ansa,b1767,[ej],37.127,338,rich,,0.22,,,,,,,,,,
pnca,b1768,,23.362,213,rich,,0.22,,,,,,,,,,
ydjf,b1770,,28.261,252,rich,,0.22,,,,,,,,,,
yeac,b1777,,10.338,90,rich,,0.22,,,,,,,,,,
msrb,b1778,,15.451,137,rich,1594.815295,0.22,,,,,,,,,,
gapa,b1779,[g],35.532,331,rich,32145.12358,0.22,,,,,,,,,,
yead,b1780,,32.666,294,rich,553.2935409,0.22,,,,,,,,,,
mipa,b1782,[m],27.831,248,rich,1405.985928,0.22,,,,,,,,,,
yeag,b1783,[t],74.479,644,rich,688.3509494,0.22,,,,,,,,,,
yeak,b1787,[s],17.85,167,rich,238.1446715,0.22,,,,,,,,,,
fadd,b1805,[iq],62.331,561,rich,,0.22,,,,,,,,,,
yeay,b1806,[m],20.921,193,rich,93.92275391,0.22,,,,,,,,,,
yoab,b1809,,12.493,114,rich,1072.327618,0.22,,,,,,,,,,
yoah,b1811,,6.5542,59,rich,,0.22,,,,,,,,,,
sdaa,b1814,[e],48.906,454,rich,,0.22,,,,,,,,,,
manx,b1817,[g],35.047,323,rich,12412.88243,0.22,,,,,,,,,,
many,b1818,[g],27.635,266,rich,,0.22,,,,,,,,,,
manz,b1819,,30.955,283,rich,1744.627711,0.22,,,,,,,,,,
cspc,b1823,[k],7.4023,69,rich,35935.12791,0.22,,,,,,,,,,
yebo,b1825,,10.792,95,rich,,0.22,,,,,,,,,,
kdgr,b1827,[k],30.029,263,rich,548.7908468,0.22,,,,,,,,,,
htpx,b1829,[o],31.923,293,rich,,0.22,,,,,,,,,,
prc,b1830,[m],76.662,682,rich,336.1884849,0.22,,,,,,,,,,
proq,b1831,,25.892,232,rich,831.1564149,0.22,,,,,,,,,,
msrc,b1832,,18.121,165,rich,385.1690784,0.22,,,,,,,,,,
yebe,b1846,[s],23.687,219,rich,,0.22,,,,,,,,,,
yebf,b1847,,12.962,118,rich,,0.22,,,,,,,,,,
purt,b1849,[f],42.433,392,rich,504.4519405,0.22,,,,,,,,,,
eda,b1850,[g],22.284,213,rich,2451.21164,0.22,,,,,,,,,,
zwf,b1852,[g],55.704,491,rich,1399.754821,0.22,,,,,,,,,,
yebk,b1853,[k],31.975,289,rich,,0.22,,,,,,,,,,
pyka,b1854,[g],51.357,480,rich,3331.434976,0.22,,,,,,,,,,
lpxm,b1855,,37.41,323,rich,,0.22,,,,,,,,,,
znua,b1857,,33.777,310,rich,,0.22,,,,,,,,,,
ruva,b1861,[l],22.085,203,rich,,0.22,,,,,,,,,,
yebc,b1864,[s],26.422,246,rich,1764.286568,0.22,,,,,,,,,,
asps,b1866,[j],65.913,590,rich,1374.395335,0.22,,,,,,,,,,
yecd,b1867,[q],20.452,188,rich,,0.22,,,,,,,,,,
cmoa,b1870,,27.776,247,rich,,0.22,,,,,,,,,,
cmob,b1871,,37.006,323,rich,,0.22,,,,,,,,,,
yecm,b1875,,21.205,188,rich,,0.22,,,,,,,,,,
args,b1876,[j],64.682,577,rich,548.4313544,0.22,,,,,,,,,,
yect,b1877,,18.885,162,rich,,0.22,,,,,,,,,,
chez,b1881,[nt],23.976,214,rich,,0.22,,,,,,,,,,
chey,b1882,[t],14.097,129,rich,390.5982254,0.22,,,,,,,,,,
tap,b1885,[nt],57.511,533,rich,,0.22,,,,,,,,,,
tar,b1886,[nt],59.943,553,rich,318.6946554,0.22,,,,,,,,,,
chew,b1887,[nt],18.084,167,rich,184.0591718,0.22,,,,,,,,,,
chea,b1888,[nt],71.382,654,rich,138.9101343,0.22,,,,,,,,,,
motb,b1889,[n],34.186,308,rich,,0.22,,,,,,,,,,
mota,b1890,[n],32.011,295,rich,,0.22,,,,,,,,,,
flhc,b1891,,21.566,192,rich,,0.22,,,,,,,,,,
otsa,b1896,[g],53.61,474,rich,63.47357895,0.22,,,,,,,,,,
araf,b1901,[g],35.54,329,rich,,0.22,,,,,,,,,,
ftna,b1905,,19.424,165,rich,836.8566055,0.22,,,,,,,,,,
yeca,b1908,[r],25.039,221,rich,150.2607242,0.22,,,,,,,,,,
uvry,b1914,[tk],23.892,218,rich,,0.22,,,,,,,,,,
yecf,b1915,,8.2385,74,rich,,0.22,,,,,,,,,,
yecc,b1917,[e],27.677,250,rich,102.8082662,0.22,,,,,,,,,,
yecs,b1918,[e],24.801,222,rich,122.1419521,0.22,,,,,,,,,,
dcyd,b1919,,35.153,328,rich,544.1123959,0.22,,,,,,,,,,
fliy,b1920,[et],29.039,266,rich,4949.454716,0.22,,,,,,,,,,
flic,b1923,[n],51.294,498,rich,1029.831502,0.22,,,,,,,,,,
amya,b1927,[g],56.639,495,rich,,0.22,,,,,,,,,,
yedd,b1928,,14.983,137,rich,721.2721957,0.22,,,,,,,,,,
yedf,b1930,[o],8.6389,77,rich,5786.005361,0.22,,,,,,,,,,
flif,b1938,[nu],60.588,552,rich,,0.22,,,,,,,,,,
flig,b1939,[n],36.776,331,rich,,0.22,,,,,,,,,,
flih,b1940,[nu],25.05,228,rich,,0.22,,,,,,,,,,
flii,b1941,[nu],49.315,457,rich,,0.22,,,,,,,,,,
flil,b1944,[n],17.221,154,rich,,0.22,,,,,,,,,,
flin,b1946,[nu],14.855,137,rich,,0.22,,,,,,,,,,
yedp,b1955,[r],30.439,271,rich,,0.22,,,,,,,,,,
yedi,b1958,[s],32.19,305,rich,,0.22,,,,,,,,,,
hcha,b1967,[r],31.19,283,rich,1821.632943,0.22,,,,,,,,,,
mtfa,b1976,,30.279,265,rich,128.7514005,0.22,,,,,,,,,,
amn,b1982,[f],53.994,484,rich,172.0216696,0.22,,,,,,,,,,
yeen,b1983,[s],25.867,238,rich,,0.22,,,,,,,,,,
erfk,b1990,[s],34.411,310,rich,,0.22,,,,,,,,,,
flu,b2000,,106.82,1039,rich,,0.22,,,,,,,,,,
yeex,b2007,,12.778,109,rich,6073.091578,0.22,,,,,,,,,,
yeed,b2012,[o],8.1482,75,rich,,0.22,,,,,,,,,,
plap,b2014,,49.537,452,rich,,0.22,,,,,,,,,,
yeez,b2016,[mg],29.68,274,rich,210.1415915,0.22,,,,,,,,,,
hisg,b2019,[e],33.366,299,rich,1020.69872,0.22,,,,,,,,,,
hisd,b2020,[e],46.11,434,rich,553.7242725,0.22,,,,,,,,,,
hisc,b2021,[e],39.36,356,rich,996.987437,0.22,,,,,,,,,,
hisb,b2022,[e],40.278,355,rich,700.5796592,0.22,,,,,,,,,,
hish,b2023,[e],21.653,196,rich,340.6358691,0.22,,,,,,,,,,
hisa,b2024,[e],26.032,245,rich,180.2263235,0.22,,,,,,,,,,
hisf,b2025,[e],28.454,258,rich,315.0640242,0.22,,,,,,,,,,
hisi,b2026,[e],22.756,203,rich,,0.22,,,,,,,,,,
cld,b2027,,36.454,326,rich,1330.137322,0.22,,,,,,,,,,
gnd,b2029,[g],51.481,468,rich,7778.329358,0.22,,,,,,,,,,
wbbk,b2032,[m],43.188,372,rich,,0.22,,,,,,,,,,
wbbj,b2033,[r],21.675,196,rich,,0.22,,,,,,,,,,
wbbi,b2034,,37.757,330,rich,470.588655,0.22,,,,,,,,,,
glf,b2036,[m],42.965,367,rich,834.5793602,0.22,,,,,,,,,,
rfbc,b2038,[m],21.27,185,rich,,0.22,,,,,,,,,,
rfba,b2039,[m],32.693,293,rich,1049.157976,0.22,,,,,,,,,,
rfbd,b2040,[m],32.694,299,rich,576.9748166,0.22,,,,,,,,,,
rfbb,b2041,[m],40.558,361,rich,544.5187162,0.22,,,,,,,,,,
galf,b2042,[m],32.829,297,rich,1856.240394,0.22,,,,,,,,,,
cpsb,b2049,[m],53.016,478,rich,,0.22,,,,,,,,,,
dcd,b2065,[f],21.249,193,rich,,0.22,,,,,,,,,,
udk,b2066,[f],24.353,213,rich,,0.22,,,,,,,,,,
yege,b2067,,123.89,1105,rich,,0.22,,,,,,,,,,
baes,b2078,[t],51.991,467,rich,243.8936831,0.22,,,,,,,,,,
yegp,b2080,,12.024,110,rich,2596.841118,0.22,,,,,,,,,,
yegq,b2081,[o],51.193,453,rich,156.6958398,0.22,,,,,,,,,,
gatd,b2091,[er],37.39,346,rich,2878.532873,0.22,,,,,,,,,,
gatc,b2092,[g],48.364,451,rich,3936.982417,0.22,,,,,,,,,,
gatb,b2093,[g],10.222,94,rich,44426.61047,0.22,,,,,,,,,,
gata,b2094,[gt],16.907,150,rich,23982.53668,0.22,,,,,,,,,,
gatz,b2095,[g],47.108,420,rich,16624.99844,0.22,,,,,,,,,,
gaty,b2096,[g],30.812,284,rich,48837.68784,0.22,,,,,,,,,,
fbab,b2097,,38.109,350,rich,5217.317863,0.22,,,,,,,,,,
thid,b2103,[h],28.633,266,rich,606.7266703,0.22,,,,,,,,,,
thim,b2104,[h],27.339,262,rich,481.4731531,0.22,,,,,,,,,,
rcnr,b2105,,10.134,90,rich,,0.22,,,,,,,,,,
rcnb,b2107,,12.466,112,rich,,0.22,,,,,,,,,,
mrp,b2113,,39.938,369,rich,466.1314722,0.22,,,,,,,,,,
metg,b2114,[j],76.254,677,rich,855.6075069,0.22,,,,,,,,,,
osmf,b2131,,32.609,305,rich,,0.22,,,,,,,,,,
bglx,b2132,[g],83.459,765,rich,165.5606913,0.22,,,,,,,,,,
dld,b2133,[c],64.612,571,rich,1107.591066,0.22,,,,,,,,,,
pbpg,b2134,[m],33.887,310,rich,,0.22,,,,,,,,,,
cdd,b2143,[f],31.54,294,rich,,0.22,,,,,,,,,,
mglc,b2148,[g],35.55,336,rich,,0.22,,,,,,,,,,
mgla,b2149,[g],56.415,506,rich,531.6099853,0.22,,,,,,,,,,
mglb,b2150,[g],35.712,332,rich,15243.794,0.22,,,,,,,,,,
fole,b2153,[h],24.83,222,rich,1471.912688,0.22,,,,,,,,,,
yeig,b2154,[r],31.259,278,rich,,0.22,,,,,,,,,,
cira,b2155,[p],73.895,663,rich,,0.22,,,,,,,,,,
lysp,b2156,[e],53.575,489,rich,,0.22,,,,,,,,,,
nfo,b2159,[l],31.479,285,rich,,0.22,,,,,,,,,,
psug,b2165,,32.909,312,rich,,0.22,,,,,,,,,,
frua,b2167,[g],57.518,563,rich,,0.22,,,,,,,,,,
fruk,b2168,[g],33.755,312,rich,76.83116798,0.22,,,,,,,,,,
frub,b2169,[g],39.647,376,rich,107.5370442,0.22,,,,,,,,,,
yeip,b2171,,21.532,190,rich,956.3633572,0.22,,,,,,,,,,
spr,b2175,[m],21.04,188,rich,,0.22,,,,,,,,,,
yejf,b2180,[r],58.725,529,rich,,0.22,,,,,,,,,,
rsua,b2183,[j],25.865,231,rich,247.5626552,0.22,,,,,,,,,,
rply,b2185,[j],10.693,94,rich,17335.79152,0.22,,,,,,,,,,
yejk,b2186,[r],37.822,335,rich,427.5208305,0.22,,,,,,,,,,
yejl,b2187,[s],8.2884,75,rich,,0.22,,,,,,,,,,
narp,b2193,[tk],23.575,215,rich,,0.22,,,,,,,,,,
eco,b2209,[r],18.192,162,rich,,0.22,,,,,,,,,,
mqo,b2210,[r],60.229,548,rich,,0.22,,,,,,,,,,
ompc,b2215,[m],40.368,367,rich,71730.31207,0.22,,,,,,,,,,
rcsd,b2216,[t],100.37,890,rich,,0.22,,,,,,,,,,
rcsb,b2217,[tk],23.67,216,rich,1771.972294,0.22,,,,,,,,,,
gyra,b2231,[l],96.962,875,rich,823.2083403,0.22,,,,,,,,,,
ubig,b2232,[h],26.555,240,rich,434.8767796,0.22,,,,,,,,,,
nrda,b2234,[f],85.774,761,rich,880.4451068,0.22,,,,,,,,,,
nrdb,b2235,[f],43.517,376,rich,644.2403121,0.22,,,,,,,,,,
yfay,b2249,[r],44.225,400,rich,36.13193716,0.22,,,,,,,,,,
arnb,b2253,,41.649,379,rich,171.5490258,0.22,,,,,,,,,,
