go_number,go_term,go_namespace,gene_name
GO:0090305,nucleic acid phosphodiester bond hydrolysis,biological_process,mrr
GO:0043590,bacterial nucleoid,cellular_component,mrr
GO:0051599,response to hydrostatic pressure,biological_process,mrr
GO:0032067,type IV site-specific deoxyribonuclease activity,molecular_function,mrr
GO:0015666,restriction endodeoxyribonuclease activity,molecular_function,mrr
GO:0003677,DNA binding,molecular_function,mrr
GO:0004519,endonuclease activity,molecular_function,mrr
GO:0009307,DNA restriction-modification system,biological_process,mrr
GO:0034040,ATPase-coupled lipid transmembrane transporter activity,molecular_function,msbA
GO:0008289,lipid binding,molecular_function,msbA
GO:0008144,drug binding,molecular_function,msbA
GO:0042802,identical protein binding,molecular_function,msbA
GO:0042908,xenobiotic transport,biological_process,msbA
GO:0006855,drug transmembrane transport,biological_process,msbA
GO:0005887,integral component of plasma membrane,cellular_component,msbA
GO:0008559,ATPase-coupled xenobiotic transmembrane transporter activity,molecular_function,msbA
GO:0034204,lipid translocation,biological_process,msbA
GO:0015920,lipopolysaccharide transport,biological_process,msbA
GO:0015437,lipopolysaccharide floppase activity,molecular_function,msbA
GO:0005524,ATP binding,molecular_function,msbA
GO:0006869,lipid transport,biological_process,msbA
GO:0016020,membrane,cellular_component,msbA
GO:0016021,integral component of membrane,cellular_component,msbA
GO:0005886,plasma membrane,cellular_component,msbA
GO:0055085,transmembrane transport,biological_process,msbA
GO:0000166,nucleotide binding,molecular_function,msbA
GO:0016887,ATPase activity,molecular_function,msbA
GO:0042626,ATPase-coupled transmembrane transporter activity,molecular_function,msbA
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,msbA
GO:0016021,integral component of membrane,cellular_component,mscL
GO:0006811,ion transport,biological_process,mscL
GO:0005887,integral component of plasma membrane,cellular_component,mscL
GO:0034220,ion transmembrane transport,biological_process,mscL
GO:0042802,identical protein binding,molecular_function,mscL
GO:0005886,plasma membrane,cellular_component,mscL
GO:0016020,membrane,cellular_component,mscL
GO:0009992,cellular water homeostasis,biological_process,mscL
GO:0008381,mechanosensitive ion channel activity,molecular_function,mscL
GO:0006464,cellular protein modification process,biological_process,msrA
GO:0036456,L-methionine-(S)-S-oxide reductase activity,molecular_function,msrA
GO:0030091,protein repair,biological_process,msrA
GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",molecular_function,msrA
GO:0005829,cytosol,cellular_component,msrA
GO:0055114,oxidation-reduction process,biological_process,msrA
GO:0016491,oxidoreductase activity,molecular_function,msrA
GO:0008113,peptide-methionine (S)-S-oxide reductase activity,molecular_function,msrA
GO:0006979,response to oxidative stress,biological_process,msrA
GO:0005737,cytoplasm,cellular_component,msrA
GO:0034599,cellular response to oxidative stress,biological_process,msrA
GO:0008955,peptidoglycan glycosyltransferase activity,molecular_function,mtgA
GO:0016757,"transferase activity, transferring glycosyl groups",molecular_function,mtgA
GO:0005887,integral component of plasma membrane,cellular_component,mtgA
GO:0071555,cell wall organization,biological_process,mtgA
GO:0005515,protein binding,molecular_function,mtgA
GO:0016740,transferase activity,molecular_function,mtgA
GO:0016020,membrane,cellular_component,mtgA
GO:0016763,"transferase activity, transferring pentosyl groups",molecular_function,mtgA
GO:0009274,peptidoglycan-based cell wall,cellular_component,mtgA
GO:0005886,plasma membrane,cellular_component,mtgA
GO:0043164,Gram-negative-bacterium-type cell wall biogenesis,biological_process,mtgA
GO:0016021,integral component of membrane,cellular_component,mtgA
GO:0008360,regulation of cell shape,biological_process,mtgA
GO:0009252,peptidoglycan biosynthetic process,biological_process,mtgA
GO:0005829,cytosol,cellular_component,mtlD
GO:0019592,mannitol catabolic process,biological_process,mtlD
GO:0050662,coenzyme binding,molecular_function,mtlD
GO:0019594,mannitol metabolic process,biological_process,mtlD
GO:0003824,catalytic activity,molecular_function,mtlD
GO:0055114,oxidation-reduction process,biological_process,mtlD
GO:0016491,oxidoreductase activity,molecular_function,mtlD
GO:0008926,mannitol-1-phosphate 5-dehydrogenase activity,molecular_function,mtlD
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,mtlD
GO:0005515,protein binding,molecular_function,mtlR
GO:0045892,"negative regulation of transcription, DNA-templated",biological_process,mtlR
GO:0005887,integral component of plasma membrane,cellular_component,mtr
GO:0016021,integral component of membrane,cellular_component,mtr
GO:0016020,membrane,cellular_component,mtr
GO:0015801,aromatic amino acid transport,biological_process,mtr
GO:0015173,aromatic amino acid transmembrane transporter activity,molecular_function,mtr
GO:0006865,amino acid transport,biological_process,mtr
GO:0005886,plasma membrane,cellular_component,mtr
GO:0015827,tryptophan transport,biological_process,mtr
GO:0005300,high-affinity tryptophan transmembrane transporter activity,molecular_function,mtr
GO:0003333,amino acid transmembrane transport,biological_process,mtr
GO:0015293,symporter activity,molecular_function,mtr
GO:0022804,active transmembrane transporter activity,molecular_function,mtr
GO:0007062,sister chromatid cohesion,biological_process,mukB
GO:0007059,chromosome segregation,biological_process,mukB
GO:0006260,DNA replication,biological_process,mukB
GO:0005829,cytosol,cellular_component,mukB
GO:0042802,identical protein binding,molecular_function,mukB
GO:0000166,nucleotide binding,molecular_function,mukB
GO:0005525,GTP binding,molecular_function,mukB
GO:0000796,condensin complex,cellular_component,mukB
GO:0051301,cell division,biological_process,mukB
GO:0030261,chromosome condensation,biological_process,mukB
GO:0009295,nucleoid,cellular_component,mukB
GO:0005737,cytoplasm,cellular_component,mukB
GO:0005524,ATP binding,molecular_function,mukB
GO:0005515,protein binding,molecular_function,mukB
GO:0003677,DNA binding,molecular_function,mukB
GO:0006260,DNA replication,biological_process,mukE
GO:0009295,nucleoid,cellular_component,mukE
GO:0051301,cell division,biological_process,mukE
GO:0030261,chromosome condensation,biological_process,mukE
GO:0007059,chromosome segregation,biological_process,mukE
GO:0005515,protein binding,molecular_function,mukE
GO:0005737,cytoplasm,cellular_component,mukE
GO:0006260,DNA replication,biological_process,mukF
GO:0005509,calcium ion binding,molecular_function,mukF
GO:0030261,chromosome condensation,biological_process,mukF
GO:0009295,nucleoid,cellular_component,mukF
GO:0051301,cell division,biological_process,mukF
GO:0007059,chromosome segregation,biological_process,mukF
GO:0005515,protein binding,molecular_function,mukF
GO:0005737,cytoplasm,cellular_component,mukF
GO:0008760,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity,molecular_function,murA
GO:0071555,cell wall organization,biological_process,murA
GO:0005829,cytosol,cellular_component,murA
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",molecular_function,murA
GO:0016740,transferase activity,molecular_function,murA
GO:0003824,catalytic activity,molecular_function,murA
GO:0019277,UDP-N-acetylgalactosamine biosynthetic process,biological_process,murA
GO:0051301,cell division,biological_process,murA
GO:0008360,regulation of cell shape,biological_process,murA
GO:0005737,cytoplasm,cellular_component,murA
GO:0009252,peptidoglycan biosynthetic process,biological_process,murA
GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,molecular_function,murB
GO:0050660,flavin adenine dinucleotide binding,molecular_function,murB
GO:0005737,cytoplasm,cellular_component,murB
GO:0009252,peptidoglycan biosynthetic process,biological_process,murB
GO:0008360,regulation of cell shape,biological_process,murB
GO:0071555,cell wall organization,biological_process,murB
GO:0071949,FAD binding,molecular_function,murB
GO:0016491,oxidoreductase activity,molecular_function,murB
GO:0005829,cytosol,cellular_component,murB
GO:0055114,oxidation-reduction process,biological_process,murB
GO:0051301,cell division,biological_process,murB
GO:0008763,UDP-N-acetylmuramate-L-alanine ligase activity,molecular_function,murC
GO:0005515,protein binding,molecular_function,murC
GO:0000287,magnesium ion binding,molecular_function,murC
GO:0005524,ATP binding,molecular_function,murC
GO:0071555,cell wall organization,biological_process,murC
GO:0016874,ligase activity,molecular_function,murC
GO:0000166,nucleotide binding,molecular_function,murC
GO:0009058,biosynthetic process,biological_process,murC
GO:0051301,cell division,biological_process,murC
GO:0008360,regulation of cell shape,biological_process,murC
GO:0005737,cytoplasm,cellular_component,murC
GO:0009252,peptidoglycan biosynthetic process,biological_process,murC
GO:0005737,cytoplasm,cellular_component,murD
GO:0005515,protein binding,molecular_function,murD
GO:0071555,cell wall organization,biological_process,murD
GO:0042802,identical protein binding,molecular_function,murD
GO:0016874,ligase activity,molecular_function,murD
GO:0009058,biosynthetic process,biological_process,murD
GO:0051301,cell division,biological_process,murD
GO:0008360,regulation of cell shape,biological_process,murD
GO:0005524,ATP binding,molecular_function,murD
GO:0000166,nucleotide binding,molecular_function,murD
GO:0008764,UDP-N-acetylmuramoylalanine-D-glutamate ligase activity,molecular_function,murD
GO:0009252,peptidoglycan biosynthetic process,biological_process,murD
GO:0008765,"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity",molecular_function,murE
GO:0000287,magnesium ion binding,molecular_function,murE
GO:0005515,protein binding,molecular_function,murE
GO:0071555,cell wall organization,biological_process,murE
GO:0005829,cytosol,cellular_component,murE
GO:0016881,acid-amino acid ligase activity,molecular_function,murE
GO:0016874,ligase activity,molecular_function,murE
GO:0009058,biosynthetic process,biological_process,murE
GO:0051301,cell division,biological_process,murE
GO:0008360,regulation of cell shape,biological_process,murE
GO:0005737,cytoplasm,cellular_component,murE
GO:0005524,ATP binding,molecular_function,murE
GO:0000166,nucleotide binding,molecular_function,murE
GO:0009252,peptidoglycan biosynthetic process,biological_process,murE
GO:0047480,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity,molecular_function,murF
GO:0071555,cell wall organization,biological_process,murF
GO:0016874,ligase activity,molecular_function,murF
GO:0009058,biosynthetic process,biological_process,murF
GO:0008766,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity",molecular_function,murF
GO:0005829,cytosol,cellular_component,murF
GO:0051301,cell division,biological_process,murF
GO:0008360,regulation of cell shape,biological_process,murF
GO:0005524,ATP binding,molecular_function,murF
GO:0000166,nucleotide binding,molecular_function,murF
GO:0009252,peptidoglycan biosynthetic process,biological_process,murF
GO:0005737,cytoplasm,cellular_component,murF
GO:0050511,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity,molecular_function,murG
GO:0005515,protein binding,molecular_function,murG
GO:0005975,carbohydrate metabolic process,biological_process,murG
GO:0071555,cell wall organization,biological_process,murG
GO:0016758,"transferase activity, transferring hexosyl groups",molecular_function,murG
GO:0016757,"transferase activity, transferring glycosyl groups",molecular_function,murG
GO:0016740,transferase activity,molecular_function,murG
GO:0030259,lipid glycosylation,biological_process,murG
GO:0051991,"UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity",molecular_function,murG
GO:0005886,plasma membrane,cellular_component,murG
GO:0051301,cell division,biological_process,murG
GO:0016020,membrane,cellular_component,murG
GO:0008360,regulation of cell shape,biological_process,murG
GO:0009252,peptidoglycan biosynthetic process,biological_process,murG
GO:0005515,protein binding,molecular_function,murI
GO:0071555,cell wall organization,biological_process,murI
GO:0036361,"racemase activity, acting on amino acids and derivatives",molecular_function,murI
GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives",molecular_function,murI
GO:0006807,nitrogen compound metabolic process,biological_process,murI
GO:0016853,isomerase activity,molecular_function,murI
GO:0008360,regulation of cell shape,biological_process,murI
GO:0008881,glutamate racemase activity,molecular_function,murI
GO:0009252,peptidoglycan biosynthetic process,biological_process,murI
GO:0047661,amino-acid racemase activity,molecular_function,murI
GO:0006298,mismatch repair,biological_process,mutH
