process_1,process_2,n_genes
Glycolysis,Spermidine biosynthesis,0
Glycolysis,Glucose metabolism,0
Glycolysis,Proline metabolism,0
Glycolysis,Glutamate biosynthesis,0
Glycolysis,DNA excision,0
Glycolysis,Ubiquinone biosynthesis,0
Glycolysis,Fatty acid biosynthesis,0
Glycolysis,Fatty acid metabolism,0
Glycolysis,Lipid metabolism,0
Glycolysis,Lipid biosynthesis,0
Glycolysis,DNA recombination,0
Glycolysis,ATP synthesis,0
Glycolysis,Hydrogen ion transport,0
Glycolysis,Biotin biosynthesis,0
Glycolysis,Pyridine nucleotide biosynthesis,0
Glycolysis,Phospholipid biosynthesis,0
Glycolysis,Phospholipid metabolism,0
Glycolysis,Coenzyme A biosynthesis,0
Glycolysis,Septation,0
Glycolysis,Lipid A biosynthesis,0
Glycolysis,Gluconeogenesis,3
Glycolysis,Conjugation,0
Glycolysis,Nucleotide biosynthesis,0
Glycolysis,Molybdenum cofactor biosynthesis,0
Glycolysis,Transcription antitermination,0
Glycolysis,Pantothenate biosynthesis,0
Glycolysis,Queuosine biosynthesis,0
Glycolysis,Riboflavin biosynthesis,0
Glycolysis,Transcription termination,0
Glycolysis,mRNA processing,0
Glycolysis,Translocation,0
Glycolysis,Tryptophan catabolism,0
Glycolysis,Menaquinone biosynthesis,0
Glycolysis,Chromosome partition,0
Glycolysis,DNA integration,0
Glycolysis,Virulence,0
Glycolysis,Lipid degradation,0
Glycolysis,Cell adhesion,0
Glycolysis,Iron storage,0
Glycolysis,Cysteine biosynthesis,0
Glycolysis,Cobalamin biosynthesis,0
Glycolysis,Phenylalanine biosynthesis,0
Glycolysis,Phosphate transport,0
Glycolysis,Purine salvage,0
Glycolysis,Fucose metabolism,0
Glycolysis,Galactitol metabolism,0
Glycolysis,Serine biosynthesis,0
Glycolysis,Cytosine metabolism,0
Glycolysis,Peptide transport,0
Glycolysis,Arsenical resistance,0
Glycolysis,Plasmid copy control,0
Glycolysis,Respiratory chain,0
Glycolysis,Methotrexate resistance,0
Glycolysis,Trimethoprim resistance,0
Glycolysis,DNA condensation,0
Glycolysis,Flagellar rotation,0
Glycolysis,Quorum sensing,0
Glycolysis,Deoxyribonucleotide synthesis,0
Glycolysis,Detoxification,0
Glycolysis,Heme biosynthesis,0
Glycolysis,Isoprene biosynthesis,0
Glycolysis,Enterobactin biosynthesis,0
Glycolysis,Sulfate transport,0
Glycolysis,Bacterial flagellum biogenesis,0
Glycolysis,Bile acid catabolism,0
Glycolysis,Steroid metabolism,0
Glycolysis,Nickel transport,0
Glycolysis,Nitrogen fixation,0
Glycolysis,Thiamine biosynthesis,0
Glycolysis,Toxin-antitoxin system,0
Glycolysis,Transposition,0
Glycolysis,Lipid transport,0
Glycolysis,Hydrogen peroxide,0
Glycolysis,Capsule biogenesis/degradation,0
Glycolysis,Putrescine biosynthesis,0
Glycolysis,Maltose metabolism,0
Glycolysis,DNA synthesis,0
Glycolysis,Oxygen transport,0
Glycolysis,Arginine metabolism,0
Glycolysis,Tellurium resistance,0
Glycolysis,Ascorbate biosynthesis,0
Glycolysis,Fimbrium biogenesis,0
Glycolysis,Chromate resistance,0
Glycolysis,Zinc transport,0
Glycolysis,Cellulose biosynthesis,0
Glycolysis,Copper transport,0
Glycolysis,Autoinducer synthesis,0
Glycolysis,Bacterial flagellum protein export,0
Glycolysis,Exopolysaccharide synthesis,0
Glycolysis,Ammonia transport,0
Glycolysis,Virus entry into host cell,0
Glycolysis,Viral genome integration,0
Glycolysis,Purine metabolism,0
Glycolysis,PHB biosynthesis,0
Glycolysis,Polysaccharide degradation,0
Glycolysis,Xylan degradation,0
RNA repair,Nucleotide metabolism,0
RNA repair,Porphyrin biosynthesis,0
RNA repair,Histidine biosynthesis,0
RNA repair,rRNA processing,0
RNA repair,Proline biosynthesis,0
RNA repair,Tyrosine biosynthesis,0
RNA repair,Sodium transport,0
RNA repair,Symport,0
RNA repair,Two-component regulatory system,0
RNA repair,Aromatic hydrocarbons catabolism,0
RNA repair,Glycogen biosynthesis,0
RNA repair,Glycogen metabolism,0
RNA repair,One-carbon metabolism,0
RNA repair,Glycerol metabolism,0
RNA repair,Glyoxylate bypass,0
RNA repair,Nitrate assimilation,0
RNA repair,Translation regulation,0
RNA repair,Galactose metabolism,0
RNA repair,Leucine biosynthesis,0
RNA repair,Polyamine biosynthesis,0
RNA repair,Spermidine biosynthesis,0
RNA repair,Glucose metabolism,0
RNA repair,Proline metabolism,0
RNA repair,Glutamate biosynthesis,0
RNA repair,DNA excision,0
RNA repair,Ubiquinone biosynthesis,0
RNA repair,Fatty acid biosynthesis,0
RNA repair,Fatty acid metabolism,0
RNA repair,Lipid metabolism,0
RNA repair,Lipid biosynthesis,0
RNA repair,DNA recombination,0
RNA repair,ATP synthesis,0
RNA repair,Hydrogen ion transport,0
RNA repair,Biotin biosynthesis,0
RNA repair,Pyridine nucleotide biosynthesis,0
RNA repair,Phospholipid biosynthesis,0
RNA repair,Phospholipid metabolism,0
RNA repair,Coenzyme A biosynthesis,0
RNA repair,Septation,0
RNA repair,Lipid A biosynthesis,0
RNA repair,Gluconeogenesis,0
RNA repair,Conjugation,0
RNA repair,Nucleotide biosynthesis,0
RNA repair,Molybdenum cofactor biosynthesis,0
RNA repair,Transcription antitermination,0
RNA repair,Pantothenate biosynthesis,0
RNA repair,Queuosine biosynthesis,0
RNA repair,Riboflavin biosynthesis,0
RNA repair,Transcription termination,0
RNA repair,mRNA processing,0
RNA repair,Translocation,0
RNA repair,Tryptophan catabolism,0
RNA repair,Menaquinone biosynthesis,0
RNA repair,Chromosome partition,0
RNA repair,DNA integration,0
RNA repair,Virulence,0
RNA repair,Lipid degradation,0
RNA repair,Cell adhesion,0
RNA repair,Iron storage,0
RNA repair,Cysteine biosynthesis,0
RNA repair,Cobalamin biosynthesis,0
RNA repair,Phenylalanine biosynthesis,0
RNA repair,Phosphate transport,0
RNA repair,Purine salvage,0
RNA repair,Fucose metabolism,0
RNA repair,Galactitol metabolism,0
RNA repair,Serine biosynthesis,0
RNA repair,Cytosine metabolism,0
RNA repair,Peptide transport,0
RNA repair,Arsenical resistance,0
RNA repair,Plasmid copy control,0
RNA repair,Respiratory chain,0
RNA repair,Methotrexate resistance,0
RNA repair,Trimethoprim resistance,0
RNA repair,DNA condensation,0
RNA repair,Flagellar rotation,0
RNA repair,Quorum sensing,0
RNA repair,Deoxyribonucleotide synthesis,0
RNA repair,Detoxification,0
RNA repair,Heme biosynthesis,0
RNA repair,Isoprene biosynthesis,0
RNA repair,Enterobactin biosynthesis,0
RNA repair,Sulfate transport,0
RNA repair,Bacterial flagellum biogenesis,0
RNA repair,Bile acid catabolism,0
RNA repair,Steroid metabolism,0
RNA repair,Nickel transport,0
RNA repair,Nitrogen fixation,0
RNA repair,Thiamine biosynthesis,0
RNA repair,Toxin-antitoxin system,0
RNA repair,Transposition,0
RNA repair,Lipid transport,0
RNA repair,Hydrogen peroxide,0
RNA repair,Capsule biogenesis/degradation,0
RNA repair,Putrescine biosynthesis,0
RNA repair,Maltose metabolism,0
RNA repair,DNA synthesis,0
RNA repair,Oxygen transport,0
RNA repair,Arginine metabolism,0
RNA repair,Tellurium resistance,0
RNA repair,Ascorbate biosynthesis,0
RNA repair,Fimbrium biogenesis,0
RNA repair,Chromate resistance,0
RNA repair,Zinc transport,0
RNA repair,Cellulose biosynthesis,0
RNA repair,Copper transport,0
RNA repair,Autoinducer synthesis,0
RNA repair,Bacterial flagellum protein export,0
RNA repair,Exopolysaccharide synthesis,0
RNA repair,Ammonia transport,0
RNA repair,Virus entry into host cell,0
RNA repair,Viral genome integration,0
RNA repair,Purine metabolism,0
RNA repair,PHB biosynthesis,0
RNA repair,Polysaccharide degradation,0
RNA repair,Xylan degradation,0
Nucleotide metabolism,Porphyrin biosynthesis,0
Nucleotide metabolism,Histidine biosynthesis,0
Nucleotide metabolism,rRNA processing,0
Nucleotide metabolism,Proline biosynthesis,0
Nucleotide metabolism,Tyrosine biosynthesis,0
Nucleotide metabolism,Sodium transport,0
Nucleotide metabolism,Symport,0
Nucleotide metabolism,Two-component regulatory system,0
Nucleotide metabolism,Aromatic hydrocarbons catabolism,0
Nucleotide metabolism,Glycogen biosynthesis,0
Nucleotide metabolism,Glycogen metabolism,0
Nucleotide metabolism,One-carbon metabolism,0
Nucleotide metabolism,Glycerol metabolism,0
Nucleotide metabolism,Glyoxylate bypass,0
Nucleotide metabolism,Nitrate assimilation,0
Nucleotide metabolism,Translation regulation,0
Nucleotide metabolism,Galactose metabolism,0
Nucleotide metabolism,Leucine biosynthesis,0
Nucleotide metabolism,Polyamine biosynthesis,0
Nucleotide metabolism,Spermidine biosynthesis,0
Nucleotide metabolism,Glucose metabolism,0
Nucleotide metabolism,Proline metabolism,0
Nucleotide metabolism,Glutamate biosynthesis,0
Nucleotide metabolism,DNA excision,0
Nucleotide metabolism,Ubiquinone biosynthesis,0
Nucleotide metabolism,Fatty acid biosynthesis,0
Nucleotide metabolism,Fatty acid metabolism,0
Nucleotide metabolism,Lipid metabolism,0
Nucleotide metabolism,Lipid biosynthesis,0
Nucleotide metabolism,DNA recombination,0
Nucleotide metabolism,ATP synthesis,0
Nucleotide metabolism,Hydrogen ion transport,0
Nucleotide metabolism,Biotin biosynthesis,0
Nucleotide metabolism,Pyridine nucleotide biosynthesis,0
Nucleotide metabolism,Phospholipid biosynthesis,0
Nucleotide metabolism,Phospholipid metabolism,0
Nucleotide metabolism,Coenzyme A biosynthesis,0
Nucleotide metabolism,Septation,0
Nucleotide metabolism,Lipid A biosynthesis,0
Nucleotide metabolism,Gluconeogenesis,0
Nucleotide metabolism,Conjugation,0
Nucleotide metabolism,Nucleotide biosynthesis,0
Nucleotide metabolism,Molybdenum cofactor biosynthesis,0
Nucleotide metabolism,Transcription antitermination,0
Nucleotide metabolism,Pantothenate biosynthesis,0
Nucleotide metabolism,Queuosine biosynthesis,0
Nucleotide metabolism,Riboflavin biosynthesis,0
Nucleotide metabolism,Transcription termination,0
Nucleotide metabolism,mRNA processing,0
Nucleotide metabolism,Translocation,0
Nucleotide metabolism,Tryptophan catabolism,0
Nucleotide metabolism,Menaquinone biosynthesis,0
Nucleotide metabolism,Chromosome partition,0
Nucleotide metabolism,DNA integration,0
Nucleotide metabolism,Virulence,0
Nucleotide metabolism,Lipid degradation,0
Nucleotide metabolism,Cell adhesion,0
Nucleotide metabolism,Iron storage,0
Nucleotide metabolism,Cysteine biosynthesis,0
Nucleotide metabolism,Cobalamin biosynthesis,0
Nucleotide metabolism,Phenylalanine biosynthesis,0
Nucleotide metabolism,Phosphate transport,0
Nucleotide metabolism,Purine salvage,0
Nucleotide metabolism,Fucose metabolism,0
Nucleotide metabolism,Galactitol metabolism,0
Nucleotide metabolism,Serine biosynthesis,0
Nucleotide metabolism,Cytosine metabolism,0
Nucleotide metabolism,Peptide transport,0
Nucleotide metabolism,Arsenical resistance,0
Nucleotide metabolism,Plasmid copy control,0
Nucleotide metabolism,Respiratory chain,0
Nucleotide metabolism,Methotrexate resistance,0
Nucleotide metabolism,Trimethoprim resistance,0
Nucleotide metabolism,DNA condensation,0
Nucleotide metabolism,Flagellar rotation,0
Nucleotide metabolism,Quorum sensing,0
Nucleotide metabolism,Deoxyribonucleotide synthesis,0
Nucleotide metabolism,Detoxification,0
Nucleotide metabolism,Heme biosynthesis,0
Nucleotide metabolism,Isoprene biosynthesis,0
Nucleotide metabolism,Enterobactin biosynthesis,0
Nucleotide metabolism,Sulfate transport,0
Nucleotide metabolism,Bacterial flagellum biogenesis,0
Nucleotide metabolism,Bile acid catabolism,0
Nucleotide metabolism,Steroid metabolism,0
Nucleotide metabolism,Nickel transport,0
Nucleotide metabolism,Nitrogen fixation,0
Nucleotide metabolism,Thiamine biosynthesis,0
Nucleotide metabolism,Toxin-antitoxin system,0
Nucleotide metabolism,Transposition,0
Nucleotide metabolism,Lipid transport,0
Nucleotide metabolism,Hydrogen peroxide,0
Nucleotide metabolism,Capsule biogenesis/degradation,0
Nucleotide metabolism,Putrescine biosynthesis,0
Nucleotide metabolism,Maltose metabolism,0
Nucleotide metabolism,DNA synthesis,0
Nucleotide metabolism,Oxygen transport,0
Nucleotide metabolism,Arginine metabolism,0
Nucleotide metabolism,Tellurium resistance,0
Nucleotide metabolism,Ascorbate biosynthesis,0
Nucleotide metabolism,Fimbrium biogenesis,0
Nucleotide metabolism,Chromate resistance,0
Nucleotide metabolism,Zinc transport,0
Nucleotide metabolism,Cellulose biosynthesis,0
Nucleotide metabolism,Copper transport,0
Nucleotide metabolism,Autoinducer synthesis,0
Nucleotide metabolism,Bacterial flagellum protein export,0
Nucleotide metabolism,Exopolysaccharide synthesis,0
Nucleotide metabolism,Ammonia transport,0
Nucleotide metabolism,Virus entry into host cell,0
Nucleotide metabolism,Viral genome integration,0
Nucleotide metabolism,Purine metabolism,0
Nucleotide metabolism,PHB biosynthesis,0
Nucleotide metabolism,Polysaccharide degradation,0
Nucleotide metabolism,Xylan degradation,0
Porphyrin biosynthesis,Histidine biosynthesis,0
Porphyrin biosynthesis,rRNA processing,0
Porphyrin biosynthesis,Proline biosynthesis,0
Porphyrin biosynthesis,Tyrosine biosynthesis,0
Porphyrin biosynthesis,Sodium transport,0
Porphyrin biosynthesis,Symport,0
Porphyrin biosynthesis,Two-component regulatory system,0
Porphyrin biosynthesis,Aromatic hydrocarbons catabolism,0
Porphyrin biosynthesis,Glycogen biosynthesis,0
Porphyrin biosynthesis,Glycogen metabolism,0
Porphyrin biosynthesis,One-carbon metabolism,0
Porphyrin biosynthesis,Glycerol metabolism,0
Porphyrin biosynthesis,Glyoxylate bypass,0
Porphyrin biosynthesis,Nitrate assimilation,0
Porphyrin biosynthesis,Translation regulation,0
Porphyrin biosynthesis,Galactose metabolism,0
Porphyrin biosynthesis,Leucine biosynthesis,0
Porphyrin biosynthesis,Polyamine biosynthesis,0
Porphyrin biosynthesis,Spermidine biosynthesis,0
Porphyrin biosynthesis,Glucose metabolism,0
Porphyrin biosynthesis,Proline metabolism,0
Porphyrin biosynthesis,Glutamate biosynthesis,0
Porphyrin biosynthesis,DNA excision,0
Porphyrin biosynthesis,Ubiquinone biosynthesis,0
Porphyrin biosynthesis,Fatty acid biosynthesis,0
Porphyrin biosynthesis,Fatty acid metabolism,0
Porphyrin biosynthesis,Lipid metabolism,0
Porphyrin biosynthesis,Lipid biosynthesis,0
Porphyrin biosynthesis,DNA recombination,0
Porphyrin biosynthesis,ATP synthesis,0
Porphyrin biosynthesis,Hydrogen ion transport,0
Porphyrin biosynthesis,Biotin biosynthesis,0
Porphyrin biosynthesis,Pyridine nucleotide biosynthesis,0
Porphyrin biosynthesis,Phospholipid biosynthesis,0
Porphyrin biosynthesis,Phospholipid metabolism,0
Porphyrin biosynthesis,Coenzyme A biosynthesis,0
Porphyrin biosynthesis,Septation,0
Porphyrin biosynthesis,Lipid A biosynthesis,0
Porphyrin biosynthesis,Gluconeogenesis,0
Porphyrin biosynthesis,Conjugation,0
Porphyrin biosynthesis,Nucleotide biosynthesis,0
Porphyrin biosynthesis,Molybdenum cofactor biosynthesis,0
Porphyrin biosynthesis,Transcription antitermination,0
Porphyrin biosynthesis,Pantothenate biosynthesis,0
Porphyrin biosynthesis,Queuosine biosynthesis,0
Porphyrin biosynthesis,Riboflavin biosynthesis,0
Porphyrin biosynthesis,Transcription termination,0
Porphyrin biosynthesis,mRNA processing,0
Porphyrin biosynthesis,Translocation,0
Porphyrin biosynthesis,Tryptophan catabolism,0
Porphyrin biosynthesis,Menaquinone biosynthesis,0
Porphyrin biosynthesis,Chromosome partition,0
Porphyrin biosynthesis,DNA integration,0
Porphyrin biosynthesis,Virulence,0
Porphyrin biosynthesis,Lipid degradation,0
Porphyrin biosynthesis,Cell adhesion,0
Porphyrin biosynthesis,Iron storage,0
Porphyrin biosynthesis,Cysteine biosynthesis,0
Porphyrin biosynthesis,Cobalamin biosynthesis,2
Porphyrin biosynthesis,Phenylalanine biosynthesis,0
Porphyrin biosynthesis,Phosphate transport,0
Porphyrin biosynthesis,Purine salvage,0
Porphyrin biosynthesis,Fucose metabolism,0
Porphyrin biosynthesis,Galactitol metabolism,0
Porphyrin biosynthesis,Serine biosynthesis,0
Porphyrin biosynthesis,Cytosine metabolism,0
Porphyrin biosynthesis,Peptide transport,0
Porphyrin biosynthesis,Arsenical resistance,0
Porphyrin biosynthesis,Plasmid copy control,0
Porphyrin biosynthesis,Respiratory chain,0
Porphyrin biosynthesis,Methotrexate resistance,0
Porphyrin biosynthesis,Trimethoprim resistance,0
Porphyrin biosynthesis,DNA condensation,0
Porphyrin biosynthesis,Flagellar rotation,0
Porphyrin biosynthesis,Quorum sensing,0
Porphyrin biosynthesis,Deoxyribonucleotide synthesis,0
Porphyrin biosynthesis,Detoxification,0
Porphyrin biosynthesis,Heme biosynthesis,2
Porphyrin biosynthesis,Isoprene biosynthesis,0
Porphyrin biosynthesis,Enterobactin biosynthesis,0
Porphyrin biosynthesis,Sulfate transport,0
Porphyrin biosynthesis,Bacterial flagellum biogenesis,0
Porphyrin biosynthesis,Bile acid catabolism,0
Porphyrin biosynthesis,Steroid metabolism,0
Porphyrin biosynthesis,Nickel transport,0
Porphyrin biosynthesis,Nitrogen fixation,0
Porphyrin biosynthesis,Thiamine biosynthesis,0
Porphyrin biosynthesis,Toxin-antitoxin system,0
Porphyrin biosynthesis,Transposition,0
Porphyrin biosynthesis,Lipid transport,0
Porphyrin biosynthesis,Hydrogen peroxide,0
Porphyrin biosynthesis,Capsule biogenesis/degradation,0
Porphyrin biosynthesis,Putrescine biosynthesis,0
Porphyrin biosynthesis,Maltose metabolism,0
Porphyrin biosynthesis,DNA synthesis,0
Porphyrin biosynthesis,Oxygen transport,0
Porphyrin biosynthesis,Arginine metabolism,0
